Datetime,Close,High,Low,Open,Volume,rsi_14,macd,macd_signal,macd_hist,bollinger_upper,bollinger_lower,bollinger_width,volatility_1h,atr_14,momentum_1h,momentum_3h,pct_change_1h,pct_change_3h,trend_direction,hour,day_of_week,interest_rate_differential,order_imbalance
2025-06-25 23:00:00,1.168770432472229,1.168770432472229,1.1667250394821167,1.1668611764907837,0,62.37274997846869,0.0,0.0,0.0,1.1742598799207506,1.1674184891245067,0.005843151550341441,0.0009439039284471955,0.0017607637814113072,-0.00027310848236083984,0.0005466938018798828,-0.00023367162170861988,0.000467751225297075,-1.0,23,2,,0
2025-06-26 00:00:00,1.1684973239898682,1.1691803932189941,1.1683608293533325,1.168770432472229,0,62.37274997846869,-2.1786431641190873e-05,-4.357286328238175e-06,-1.74291453129527e-05,1.1742598799207506,1.1674184891245067,0.005843151550341441,0.0009439039284471955,0.0017607637814113072,-0.00027310848236083984,0.0005466938018798828,-0.00023367162170861988,0.000467751225297075,-1.0,0,3,,0
2025-06-26 01:00:00,1.1689070463180542,1.1690436601638794,1.1672697067260742,1.1684973239898682,0,62.37274997846869,-5.922892568843707e-06,-4.6704075763592815e-06,-1.2524849924844258e-06,1.1742598799207506,1.1674184891245067,0.005843151550341441,0.0009439039284471955,0.0017607637814113072,0.00040972232818603516,0.0005466938018798828,0.000350640365000654,0.000467751225297075,1.0,1,3,,0
2025-06-26 02:00:00,1.1693171262741089,1.169864296913147,1.1686338186264038,1.1690436601638794,0,62.37274997846869,3.928623445337287e-05,4.120920829587149e-06,3.516531362378572e-05,1.1742598799207506,1.1674184891245067,0.005843151550341441,0.0009439039284471955,0.0017607637814113072,0.0004100799560546875,0.0005466938018798828,0.0003508234100790819,0.000467751225297075,1.0,2,3,,0
2025-06-26 03:00:00,1.169864296913147,1.1712344884872437,1.1693171262741089,1.1693171262741089,0,62.37274997846869,0.00011790772415776196,2.6878281495222113e-05,9.102944266253986e-05,1.1742598799207506,1.1674184891245067,0.005843151550341441,0.0009439039284471955,0.0017607637814113072,0.0005471706390380859,0.0013669729232788086,0.0004679403275154037,0.0011698554161949648,1.0,3,3,,0
2025-06-26 04:00:00,1.1683608293533325,1.1695905923843384,1.1682243347167969,1.1695905923843384,0,62.37274997846869,5.822734551763631e-05,3.3148094299704955e-05,2.5079251217931354e-05,1.1742598799207506,1.1674184891245067,0.005843151550341441,0.0009439039284471955,0.0017607637814113072,-0.0015034675598144531,-0.0005462169647216797,-0.0012851640688424926,-0.0004672886235412843,-1.0,4,3,,0
2025-06-26 05:00:00,1.168770432472229,1.168770432472229,1.1679514646530151,1.1682243347167969,0,62.37274997846869,4.3480547287089166e-05,3.52145848971818e-05,8.265962389907366e-06,1.1742598799207506,1.1674184891245067,0.005843151550341441,0.0009439039284471955,0.0017607637814113072,0.0004096031188964844,-0.0005466938018798828,0.00035057929759862994,-0.00046753253638032177,1.0,5,3,,0
2025-06-26 06:00:00,1.1702749729156494,1.1702749729156494,1.1679514646530151,1.1684973239898682,0,62.37274997846869,0.00015145160344998132,5.846198860774171e-05,9.298961484223961e-05,1.1742598799207506,1.1674184891245067,0.005843151550341441,0.0009439039284471955,0.0017607637814113072,0.0015045404434204102,0.0004106760025024414,0.0012872848265317316,0.0003510458465876276,1.0,6,3,,0
2025-06-26 07:00:00,1.1710972785949707,1.1716461181640625,1.1695905923843384,1.1700011491775513,0,62.37274997846869,0.00029991540131879546,0.00010675267114995248,0.00019316273016884298,1.1742598799207506,1.1674184891245067,0.005843151550341441,0.0009439039284471955,0.0017607637814113072,0.0008223056793212891,0.0027364492416381836,0.0007026602280253424,0.0023421268266523576,1.0,7,3,,0
2025-06-26 08:00:00,1.1732958555221558,1.1745359897613525,1.1710972785949707,1.1712344884872437,0,62.37274997846869,0.0005882004063610946,0.00020304221819218091,0.0003851581881689137,1.1742598799207506,1.1674184891245067,0.005843151550341441,0.0009439039284471955,0.0017607637814113072,0.0021985769271850586,0.004525423049926758,0.0018773649015928484,0.003871952031122561,1.0,8,3,,0
2025-06-26 09:00:00,1.1728830337524414,1.1731581687927246,1.1719207763671875,1.1731581687927246,0,62.37274997846869,0.0007744299368717122,0.0003173197619280872,0.00045711017494362506,1.1742598799207506,1.1674184891245067,0.005843151550341441,0.0009439039284471955,0.0017607637814113072,-0.00041282176971435547,0.002608060836791992,-0.0003518479740394209,0.00222858806447368,-1.0,9,3,,0
2025-06-26 10:00:00,1.1719207763671875,1.1732958555221558,1.1719207763671875,1.1728830337524414,0,62.37274997846869,0.0008347495789109427,0.0004208057253246583,0.0004139438535862844,1.1742598799207506,1.1674184891245067,0.005843151550341441,0.0009439039284471955,0.0017607637814113072,-0.0009622573852539062,0.0008234977722167969,-0.0008204205854827062,0.0007031847714689121,-1.0,10,3,,0
